microseconds,logic,Trigger
233320,1,0
233330,1,0
233340,1,0
233350,1,0
233360,1,0
233370,1,0
233380,1,0
233390,1,0
233400,1,0
233410,1,0
233420,1,0
233430,1,0
233440,1,0
233450,1,0
233460,1,0
233470,1,0
233480,1,0
233490,1,0
233500,1,0
233510,1,0
233520,1,0
233530,1,0
233540,1,0
233550,1,0
233560,1,0
233570,1,0
233580,1,0
233590,1,0
233600,1,0
233610,1,0
233620,1,0
233630,1,0
233640,1,0
233650,1,0
233660,1,0
233670,1,0
233680,1,0
233690,1,0
233700,1,0
233710,1,0
233720,1,0
233730,1,0
233740,1,0
233750,1,0
233760,1,0
233770,1,0
233780,1,0
233790,1,0
233800,1,0
233810,1,0
233820,1,0
233830,1,0
233840,1,0
233850,1,0
233860,1,0
233870,1,0
233880,1,0
233890,1,0
233900,1,0
233910,1,0
233920,1,0
233930,1,0
233940,1,0
233950,1,0
233960,1,0
233970,1,0
233980,1,0
233990,1,0
234000,1,0
234010,1,0
234020,1,0
234030,1,0
234040,1,0
234050,1,0
234060,1,0
234070,1,0
234080,1,0
234090,1,0
234100,1,0
234110,1,0
234120,1,0
234130,1,0
234140,1,0
234150,1,0
234160,1,0
234170,1,0
234180,1,0
234190,1,0
234200,1,0
234210,1,0
234220,1,0
234230,1,0
234240,1,0
234250,1,0
234260,1,0
234270,1,0
234280,1,0
234290,1,0
234300,1,0
234310,1,0
234320,1,0
234330,1,0
234340,1,0
234350,1,0
234360,1,0
234370,1,0
234380,1,0
234390,1,0
234400,1,0
234410,1,0
234420,1,0
234430,1,0
234440,1,0
234450,1,0
234460,1,0
234470,1,0
234480,1,0
234490,1,0
234500,1,0
234510,1,0
234520,1,0
234530,1,0
234540,1,0
234550,1,0
234560,1,0
234570,1,0
234580,1,0
234590,1,0
234600,1,0
234610,1,0
234620,1,0
234630,1,0
234640,1,0
234650,1,0
234660,1,0
234670,1,0
234680,1,0
234690,1,0
234700,1,0
234710,1,0
234720,1,0
234730,1,0
234740,1,0
234750,1,0
234760,1,0
234770,1,0
234780,1,0
234790,1,0
234800,1,0
234810,1,0
234820,1,0
234830,1,0
234840,1,0
234850,1,0
234860,1,0
234870,1,0
234880,1,0
234890,1,0
234900,1,0
234910,1,0
234920,1,0
234930,1,0
234940,1,0
234950,1,0
234960,1,0
234970,1,0
234980,1,0
234990,1,0
235000,1,0
235010,1,0
235020,1,0
235030,1,0
235040,1,0
235050,1,0
235060,1,0
235070,1,0
235080,1,0
235090,1,0
235100,1,0
235110,1,0
235120,1,0
235130,1,0
235140,1,0
235150,1,0
235160,1,0
235170,1,0
235180,1,0
235190,1,0
235200,1,0
235210,1,0
235220,1,0
235230,1,0
235240,1,0
235250,1,0
235260,1,0
235270,1,0
235280,1,0
235290,1,0
235300,1,0
235310,1,0
235320,1,0
235330,1,0
235340,1,0
235350,1,0
235360,1,0
235370,1,0
235380,1,0
235390,1,0
235400,1,0
235410,1,0
235420,1,0
235430,1,0
235440,1,0
235450,1,0
235460,1,0
235470,1,0
235480,1,0
235490,1,0
235500,1,0
235510,1,0
235520,1,0
235530,1,0
235540,1,0
235550,1,0
235560,1,0
235570,1,0
235580,1,0
235590,1,0
235600,1,0
235610,1,0
235620,1,0
235630,1,0
235640,1,0
235650,1,0
235660,1,0
235670,1,0
235680,1,0
235690,1,0
235700,1,0
235710,1,0
235720,1,0
235730,1,0
235740,1,0
235750,1,0
235760,1,0
235770,1,0
235780,1,0
235790,1,0
235800,1,0
235810,1,0
235820,1,0
235830,1,0
235840,1,0
235850,1,0
235860,1,0
235870,1,0
235880,1,0
235890,1,0
235900,1,0
235910,1,0
235920,1,0
235930,1,0
235940,1,0
235950,1,0
235960,1,0
235970,1,0
235980,1,0
235990,1,0
236000,1,0
236010,1,0
236020,1,0
236030,1,0
236040,1,0
236050,1,0
236060,1,0
236070,1,0
236080,1,0
236090,1,0
236100,1,0
236110,1,0
236120,1,0
236130,1,0
236140,1,0
236150,1,0
236160,1,0
236170,1,0
236180,1,0
236190,1,0
236200,1,0
236210,1,0
236220,1,0
236230,1,0
236240,1,0
236250,1,0
236260,1,0
236270,1,0
236280,1,0
236290,1,0
236300,1,0
236310,1,0
236320,1,0
236330,1,0
236340,1,0
236350,1,0
236360,1,0
236370,1,0
236380,1,0
236390,1,0
236400,1,0
236410,1,0
236420,1,0
236430,1,0
236440,1,0
236450,1,0
236460,1,0
236470,1,0
236480,1,0
236490,1,0
236500,1,0
236510,1,0
236520,1,0
236530,1,0
236540,1,0
236550,1,0
236560,1,0
236570,1,0
236580,1,0
236590,1,0
236600,1,0
236610,1,0
236620,1,0
236630,1,0
236640,1,0
236650,1,0
236660,1,0
236670,1,0
236680,1,0
236690,1,0
236700,1,0
236710,1,0
236720,1,0
236730,1,0
236740,1,0
236750,1,0
236760,1,0
236770,1,0
236780,1,0
236790,1,0
236800,1,0
236810,1,0
236820,1,0
236830,1,0
236840,1,0
236850,1,0
236860,1,0
236870,1,0
236880,1,0
236890,1,0
236900,1,0
236910,1,0
236920,1,0
236930,1,0
236940,1,0
236950,1,0
236960,1,0
236970,1,0
236980,1,0
236990,1,0
237000,1,0
237010,1,0
237020,1,0
237030,1,0
237040,1,0
237050,1,0
237060,1,0
237070,1,0
237080,1,0
237090,1,0
237100,1,0
237110,1,0
237120,1,0
237130,1,0
237140,1,0
237150,1,0
237160,1,0
237170,1,0
237180,1,0
237190,1,0
237200,1,0
237210,1,0
237220,1,0
237230,1,0
237240,1,0
237250,1,0
237260,1,0
237270,1,0
237280,1,0
237290,1,0
237300,1,0
237310,1,0
237320,1,0
237330,1,0
237340,1,0
237350,1,0
237360,1,0
237370,1,0
237380,1,0
237390,1,0
237400,1,0
237410,1,0
237420,1,0
237430,1,0
237440,1,0
237450,1,0
237460,1,0
237470,1,0
237480,1,0
237490,1,0
237500,1,0
237510,1,0
237520,1,0
237530,1,0
237540,1,0
237550,1,0
237560,1,0
237570,1,0
237580,1,0
237590,1,0
237600,1,0
237610,1,0
237620,1,0
237630,1,0
237640,1,0
237650,1,0
237660,1,0
237670,1,0
237680,1,0
237690,1,0
237700,1,0
237710,1,0
237720,1,0
237730,1,0
237740,1,0
237750,1,0
237760,1,0
237770,1,0
237780,1,0
237790,1,0
237800,1,0
237810,1,0
237820,1,0
237830,1,0
237840,1,0
237850,1,0
237860,1,0
237870,1,0
237880,1,0
237890,1,0
237900,1,0
237910,1,0
237920,1,0
237930,1,0
237940,1,0
237950,1,0
237960,1,0
237970,1,0
237980,1,0
237990,1,0
238000,1,0
238010,1,0
238020,1,0
238030,1,0
238040,1,0
238050,1,0
238060,1,0
238070,1,0
238080,1,0
238090,1,0
238100,1,0
238110,1,0
238120,1,0
238130,1,0
238140,1,0
238150,1,0
238160,1,0
238170,1,0
238180,1,0
238190,1,0
238200,1,0
238210,1,0
238220,1,0
238230,1,0
238240,1,0
238250,1,0
238260,1,0
238270,1,0
238280,1,0
238290,1,0
238300,1,0
238310,1,0
238320,1,0
238330,1,0
238340,1,0
238350,1,0
238360,1,0
238370,1,0
238380,1,0
238390,1,0
238400,1,0
238410,1,0
238420,1,0
238430,1,0
238440,1,0
238450,1,0
238460,1,0
238470,1,0
238480,1,0
238490,1,0
238500,1,0
238510,1,0
238520,1,0
238530,1,0
238540,1,0
238550,1,0
238560,1,0
238570,1,0
238580,1,0
238590,1,0
238600,1,0
238610,1,0
238620,1,0
238630,1,0
238640,1,0
238650,1,0
238660,1,0
238670,1,0
238680,1,0
238690,1,0
238700,1,0
238710,1,0
238720,1,0
238730,1,0
238740,1,0
238750,1,0
238760,1,0
238770,1,0
238780,1,0
238790,1,0
238800,1,0
238810,1,0
238820,1,0
238830,1,0
238840,1,0
238850,1,0
238860,1,0
238870,1,0
238880,1,0
238890,1,0
238900,1,0
238910,1,0
238920,1,0
238930,1,0
238940,1,0
238950,1,0
238960,1,0
238970,1,0
238980,1,0
238990,1,0
239000,1,0
239010,1,0
239020,1,0
239030,1,0
239040,1,0
239050,1,0
239060,1,0
239070,1,0
239080,1,0
239090,1,0
239100,1,0
239110,1,0
239120,1,0
239130,1,0
239140,1,0
239150,1,0
239160,1,0
239170,1,0
239180,1,0
239190,1,0
239200,1,0
239210,1,0
239220,1,0
239230,1,0
239240,1,0
239250,1,0
239260,1,0
239270,1,0
239280,1,0
239290,1,0
239300,1,0
239310,1,0
239320,1,0
239330,1,0
239340,1,0
239350,1,0
239360,1,0
239370,1,0
239380,1,0
239390,1,0
239400,1,0
239410,1,0
239420,1,0
239430,1,0
239440,1,0
239450,1,0
239460,1,0
239470,1,0
239480,1,0
239490,1,0
239500,1,0
239510,1,0
239520,1,0
239530,1,0
239540,1,0
239550,1,0
239560,1,0
239570,1,0
239580,1,0
239590,1,0
239600,1,0
239610,1,0
239620,1,0
239630,1,0
239640,1,0
239650,1,0
239660,1,0
239670,1,0
239680,1,0
239690,1,0
239700,1,0
239710,1,0
239720,1,0
239730,1,0
239740,1,0
239750,1,0
239760,1,0
239770,1,0
239780,1,0
239790,1,0
239800,1,0
239810,1,0
239820,1,0
239830,1,0
239840,1,0
239850,1,0
239860,1,0
239870,1,0
239880,1,0
239890,1,0
239900,1,0
239910,1,0
239920,1,0
239930,1,0
239940,1,0
239950,1,0
239960,1,0
239970,1,0
239980,1,0
239990,1,0
240000,1,0
240010,1,0
240020,1,0
240030,1,0
240040,1,0
240050,1,0
240060,1,0
240070,1,0
240080,1,0
240090,1,0
240100,1,0
240110,1,0
240120,1,0
240130,1,0
240140,1,0
240150,1,0
240160,1,0
240170,1,0
240180,1,0
240190,1,0
240200,1,0
240210,1,0
240220,1,0
240230,1,0
240240,1,0
240250,1,0
240260,1,0
240270,1,0
240280,1,0
240290,1,0
240300,1,0
240310,1,0
240320,1,0
240330,1,0
240340,1,0
240350,1,0
240360,1,0
240370,1,0
240380,1,0
240390,1,0
240400,1,0
240410,1,0
240420,1,0
240430,1,0
240440,1,0
240450,1,0
240460,1,0
240470,1,0
240480,1,0
240490,1,0
240500,1,0
240510,1,0
240520,1,0
240530,1,0
240540,1,0
240550,1,0
240560,1,0
240570,1,0
240580,1,0
240590,1,0
240600,1,0
240610,1,0
240620,1,0
240630,1,0
240640,1,0
240650,1,0
240660,1,0
240670,1,0
240680,1,0
240690,1,0
240700,1,0
240710,1,0
240720,1,0
240730,1,0
240740,1,0
240750,1,0
240760,1,0
240770,1,0
240780,1,0
240790,1,0
240800,1,0
240810,1,0
240820,1,0
240830,1,0
240840,1,0
240850,1,0
240860,1,0
240870,1,0
240880,1,0
240890,1,0
240900,1,0
240910,1,0
240920,1,0
240930,1,0
240940,1,0
240950,1,0
240960,1,0
240970,1,0
240980,1,0
240990,1,0
241000,1,0
241010,1,0
241020,1,0
241030,1,0
241040,1,0
241050,1,0
241060,1,0
241070,1,0
241080,1,0
241090,1,0
241100,1,0
241110,1,0
241120,1,0
241130,1,0
241140,1,0
241150,1,0
241160,1,0
241170,1,0
241180,1,0
241190,1,0
241200,1,0
241210,1,0
241220,1,0
241230,1,0
241240,1,0
241250,1,0
241260,1,0
241270,1,0
241280,1,0
241290,1,0
241300,1,0
241310,1,0
241320,1,0
241330,1,0
241340,1,0
241350,1,0
241360,1,0
241370,1,0
241380,1,0
241390,1,0
241400,1,0
241410,1,0
241420,1,0
241430,1,0
241440,1,0
241450,1,0
241460,1,0
241470,1,0
241480,1,0
241490,1,0
241500,1,0
241510,1,0
241520,1,0
241530,1,0
241540,1,0
241550,1,0
241560,1,0
241570,1,0
241580,1,0
241590,1,0
241600,1,0
241610,1,0
241620,1,0
241630,1,0
241640,1,0
241650,1,0
241660,1,0
241670,1,0
241680,1,0
241690,1,0
241700,1,0
241710,1,0
241720,1,0
241730,1,0
241740,1,0
241750,1,0
241760,1,0
241770,1,0
241780,1,0
241790,1,0
241800,1,0
241810,1,0
241820,1,0
241830,1,0
241840,1,0
241850,1,0
241860,1,0
241870,1,0
241880,1,0
241890,1,0
241900,1,0
241910,1,0
241920,1,0
241930,1,0
241940,1,0
241950,1,0
241960,1,0
241970,1,0
241980,1,0
241990,1,0
242000,1,0
242010,1,0
242020,1,0
242030,1,0
242040,1,0
242050,1,0
242060,1,0
242070,1,0
242080,1,0
242090,1,0
242100,1,0
242110,1,0
242120,1,0
242130,1,0
242140,1,0
242150,1,0
242160,1,0
242170,1,0
242180,1,0
242190,1,0
242200,1,0
242210,1,0
242220,1,0
242230,1,0
242240,1,0
242250,1,0
242260,1,0
242270,1,0
242280,1,0
242290,1,0
242300,1,0
242310,1,0
242320,1,0
242330,1,0
242340,1,0
242350,1,0
242360,1,0
242370,1,0
242380,1,0
242390,1,0
242400,1,0
242410,1,0
242420,1,0
242430,1,0
242440,1,0
242450,1,0
242460,1,0
242470,1,0
242480,1,0
242490,1,0
242500,1,0
242510,1,0
242520,1,0
242530,1,0
242540,1,0
242550,1,0
242560,1,0
242570,1,0
242580,1,0
242590,1,0
242600,1,0
242610,1,0
242620,1,0
242630,1,0
242640,1,0
242650,1,0
242660,1,0
242670,1,0
242680,1,0
242690,1,0
242700,1,0
242710,1,0
242720,1,0
242730,1,0
242740,1,0
242750,1,0
242760,1,0
242770,1,0
242780,1,0
242790,1,0
242800,1,0
242810,1,0
242820,1,0
242830,1,0
242840,1,0
242850,1,0
242860,1,0
242870,1,0
242880,1,0
242890,1,0
242900,1,0
242910,1,0
242920,1,0
242930,1,0
242940,1,0
242950,1,0
242960,1,0
242970,1,0
242980,1,0
242990,1,0
243000,1,0
243010,1,0
243020,1,0
243030,1,0
243040,1,0
243050,1,0
243060,1,0
243070,1,0
243080,1,0
243090,1,0
243100,1,0
243110,1,0
243120,1,0
243130,1,0
243140,1,0
243150,1,0
243160,1,0
243170,1,0
243180,1,0
243190,1,0
243200,1,0
243210,1,0
243220,1,0
243230,1,0
243240,1,0
243250,1,0
243260,1,0
243270,1,0
243280,1,0
243290,1,0
243300,1,0
243310,1,0
243320,1,0
243330,1,0
243340,1,0
243350,1,0
243360,1,0
243370,1,0
243380,1,0
243390,1,0
243400,1,0
243410,1,0
243420,1,0
243430,1,0
243440,1,0
243450,1,0
243460,1,0
243470,1,0
243480,1,0
243490,1,0
243500,1,0
243510,1,0
243520,1,0
243530,1,0
243540,1,0
243550,1,0
243560,1,0
243570,1,0
243580,1,0
243590,1,0
243600,1,0
243610,1,0
243620,1,0
243630,1,0
243640,1,0
243650,1,0
243660,1,0
243670,1,0
243680,1,0
243690,1,0
243700,1,0
243710,1,0
243720,1,0
243730,1,0
243740,1,0
243750,1,0
243760,1,0
243770,1,0
243780,1,0
243790,1,0
243800,1,0
243810,1,0
243820,1,0
243830,1,0
243840,1,0
243850,1,0
243860,1,0
243870,1,0
243880,1,0
243890,1,0
243900,1,0
243910,1,0
243920,1,0
243930,1,0
243940,1,0
243950,1,0
243960,1,0
243970,1,0
243980,1,0
243990,1,0
244000,1,0
244010,1,0
244020,1,0
244030,1,0
244040,1,0
244050,1,0
244060,1,0
244070,1,0
244080,1,0
244090,1,0
244100,1,0
244110,1,0
244120,1,0
244130,1,0
244140,1,0
244150,1,0
244160,1,0
244170,1,0
244180,1,0
244190,1,0
244200,1,0
244210,1,0
244220,1,0
244230,1,0
244240,1,0
244250,1,0
244260,1,0
244270,1,0
244280,1,0
244290,1,0
244300,1,0
244310,1,0
244320,1,0
244330,1,0
244340,1,0
244350,1,0
244360,1,0
244370,1,0
244380,1,0
244390,1,0
244400,1,0
244410,1,0
244420,1,0
244430,1,0
244440,1,0
244450,1,0
244460,1,0
244470,1,0
244480,1,0
244490,1,0
244500,1,0
244510,1,0
244520,1,0
244530,1,0
244540,1,0
244550,1,0
244560,1,0
244570,1,0
244580,1,0
244590,1,0
244600,1,0
244610,1,0
244620,1,0
244630,1,0
244640,1,0
244650,1,0
244660,1,0
244670,1,0
244680,1,0
244690,1,0
244700,1,0
244710,1,0
244720,1,0
244730,1,0
244740,1,0
244750,1,0
244760,1,0
244770,1,0
244780,1,0
244790,1,0
244800,1,0
244810,1,0
244820,1,0
244830,1,0
244840,1,0
244850,1,0
244860,1,0
244870,1,0
244880,1,0
244890,1,0
244900,1,0
244910,1,0
244920,1,0
244930,1,0
244940,1,0
244950,1,0
244960,1,0
244970,1,0
244980,1,0
244990,1,0
245000,1,0
245010,1,0
245020,1,0
245030,1,0
245040,1,0
245050,1,0
245060,1,0
245070,1,0
245080,1,0
245090,1,0
245100,1,0
245110,1,0
245120,1,0
245130,1,0
245140,1,0
245150,1,0
245160,1,0
245170,1,0
245180,1,0
245190,1,0
245200,1,0
245210,1,0
245220,1,0
245230,1,0
245240,1,0
245250,1,0
245260,1,0
245270,1,0
245280,1,0
245290,1,0
245300,1,0
245310,1,0
245320,1,0
245330,1,0
245340,1,0
245350,1,0
245360,1,0
245370,1,0
245380,1,0
245390,1,0
245400,1,0
245410,1,0
245420,1,0
245430,1,0
245440,1,0
245450,1,0
245460,1,0
245470,1,0
245480,1,0
245490,1,0
245500,1,0
245510,1,0
245520,1,0
245530,1,0
245540,1,0
245550,1,0
245560,1,0
245570,1,0
245580,1,0
245590,1,0
245600,1,0
245610,1,0
245620,1,0
245630,1,0
245640,1,0
245650,1,0
245660,1,0
245670,1,0
245680,1,0
245690,1,0
245700,1,0
245710,1,0
245720,1,0
245730,1,0
245740,1,0
245750,1,0
245760,1,0
245770,1,0
245780,1,0
245790,1,0
245800,1,0
245810,1,0
245820,1,0
245830,1,0
245840,1,0
245850,1,0
245860,1,0
245870,1,0
245880,1,0
245890,1,0
245900,1,0
245910,1,0
245920,1,0
245930,1,0
245940,1,0
245950,1,0
245960,1,0
245970,1,0
245980,1,0
245990,1,0
246000,1,0
246010,1,0
246020,1,0
246030,1,0
246040,1,0
246050,1,0
246060,1,0
246070,1,0
246080,1,0
246090,1,0
246100,1,0
246110,1,0
246120,1,0
246130,1,0
246140,1,0
246150,1,0
246160,1,0
246170,1,0
246180,1,0
246190,1,0
246200,1,0
246210,1,0
246220,1,0
246230,1,0
246240,1,0
246250,1,0
246260,1,0
246270,1,0
246280,1,0
246290,1,0
246300,1,0
246310,1,0
246320,1,0
246330,1,0
246340,1,0
246350,1,0
246360,1,0
246370,1,0
246380,1,0
246390,1,0
246400,1,0
246410,1,0
246420,1,0
246430,1,0
246440,1,0
246450,1,0
246460,1,0
246470,1,0
246480,1,0
246490,1,0
246500,1,0
246510,1,0
246520,1,0
246530,1,0
246540,1,0
246550,1,0
246560,1,0
246570,1,0
246580,1,0
246590,1,0
246600,1,0
246610,1,0
246620,1,0
246630,1,0
246640,1,0
246650,1,0
246660,1,0
246670,1,0
246680,1,0
246690,1,0
246700,1,0
246710,1,0
246720,1,0
246730,1,0
246740,1,0
246750,1,0
246760,1,0
246770,1,0
246780,1,0
246790,1,0
246800,1,0
246810,1,0
246820,1,0
246830,1,0
246840,1,0
246850,1,0
246860,1,0
246870,1,0
246880,1,0
246890,1,0
246900,1,0
246910,1,0
246920,1,0
246930,1,0
246940,1,0
246950,1,0
246960,1,0
246970,1,0
246980,1,0
246990,1,0
247000,1,0
247010,1,0
247020,1,0
247030,1,0
247040,1,0
247050,1,0
247060,1,0
247070,1,0
247080,1,0
247090,1,0
247100,1,0
247110,1,0
247120,1,0
247130,1,0
247140,1,0
247150,1,0
247160,1,0
247170,1,0
247180,1,0
247190,1,0
247200,1,0
247210,1,0
247220,1,0
247230,1,0
247240,1,0
247250,1,0
247260,1,0
247270,1,0
247280,1,0
247290,1,0
247300,1,0
247310,1,0
247320,1,0
247330,1,0
247340,1,0
247350,1,0
247360,1,0
247370,1,0
247380,1,0
247390,1,0
247400,1,0
247410,1,0
247420,1,0
247430,1,0
247440,1,0
247450,1,0
247460,1,0
247470,1,0
247480,1,0
247490,1,0
247500,1,0
247510,1,0
247520,1,0
247530,1,0
247540,1,0
247550,1,0
247560,1,0
247570,1,0
247580,1,0
247590,1,0
247600,1,0
247610,1,0
247620,1,0
247630,1,0
247640,1,0
247650,1,0
247660,1,0
247670,1,0
247680,1,0
247690,1,0
247700,1,0
247710,1,0
247720,1,0
247730,1,0
247740,1,0
247750,1,0
247760,1,0
247770,1,0
247780,1,0
247790,1,0
247800,1,0
247810,1,0
247820,1,0
247830,1,0
247840,1,0
247850,1,0
247860,1,0
247870,1,0
247880,1,0
247890,1,0
247900,1,0
247910,1,0
247920,1,0
247930,1,0
247940,1,0
247950,1,0
247960,1,0
247970,1,0
247980,1,0
247990,1,0
248000,1,0
248010,1,0
248020,1,0
248030,1,0
248040,1,0
248050,1,0
248060,1,0
248070,1,0
248080,1,0
248090,1,0
248100,1,0
248110,1,0
248120,1,0
248130,1,0
248140,1,0
248150,1,0
248160,1,0
248170,1,0
248180,1,0
248190,1,0
248200,1,0
248210,1,0
248220,1,0
248230,1,0
248240,1,0
248250,1,0
248260,1,0
248270,1,0
248280,1,0
248290,1,0
248300,1,0
248310,1,0
248320,1,0
248330,1,0
248340,1,0
248350,1,0
248360,1,0
248370,1,0
248380,1,0
248390,1,0
248400,1,0
248410,1,0
248420,1,0
248430,1,0
248440,1,0
248450,1,0
248460,1,0
248470,1,0
248480,1,0
248490,1,0
248500,1,0
248510,1,0
248520,1,0
248530,1,0
248540,1,0
248550,1,0
248560,1,0
248570,1,0
248580,1,0
248590,1,0
248600,1,0
248610,1,0
248620,1,0
248630,1,0
248640,1,0
248650,1,0
248660,1,0
248670,1,0
248680,1,0
248690,1,0
248700,1,0
248710,1,0
248720,1,0
248730,1,0
248740,1,0
248750,1,0
248760,1,0
248770,1,0
248780,1,0
248790,1,0
248800,1,0
248810,1,0
248820,1,0
248830,1,0
248840,1,0
248850,1,0
248860,1,0
248870,1,0
248880,1,0
248890,1,0
248900,1,0
248910,1,0
248920,1,0
248930,1,0
248940,1,0
248950,1,0
248960,1,0
248970,1,0
248980,1,0
248990,1,0
249000,1,0
249010,1,0
249020,1,0
249030,1,0
249040,1,0
249050,1,0
249060,1,0
249070,1,0
249080,1,0
249090,1,0
249100,1,0
249110,1,0
249120,1,0
249130,1,0
249140,1,0
249150,1,0
249160,1,0
249170,1,0
249180,1,0
249190,1,0
249200,1,0
249210,1,0
249220,1,0
249230,1,0
249240,1,0
249250,1,0
249260,1,0
249270,1,0
249280,1,0
249290,1,0
249300,1,0
249310,1,0
249320,1,0
249330,1,0
249340,1,0
249350,1,0
249360,1,0
249370,1,0
249380,1,0
249390,1,0
249400,1,0
249410,1,0
249420,1,0
249430,1,0
249440,1,0
249450,1,0
249460,1,0
249470,1,0
249480,1,0
249490,1,0
249500,1,0
249510,1,0
249520,1,0
249530,1,0
249540,1,0
249550,1,0
249560,1,0
249570,1,0
249580,1,0
249590,1,0
249600,1,0
249610,1,0
249620,1,0
249630,1,0
249640,1,0
249650,1,0
249660,1,0
249670,1,0
249680,1,0
249690,1,0
249700,1,0
249710,1,0
249720,1,0
249730,1,0
249740,1,0
249750,1,0
249760,1,0
249770,1,0
249780,1,0
249790,1,0
249800,1,0
249810,1,0
249820,1,0
249830,1,0
249840,1,0
249850,1,0
249860,1,0
249870,1,0
249880,1,0
249890,1,0
249900,1,0
249910,1,0
249920,1,0
249930,1,0
249940,1,0
249950,1,0
249960,1,0
249970,1,0
249980,1,0
249990,1,0
250000,1,0
250010,1,0
250020,1,0
250029,1,0
250039,1,0
250050,1,0
250060,1,0
250070,1,0
250080,1,0
250089,1,0
250100,1,0
250110,1,0
250120,1,0
250130,1,0
250139,1,0
250149,1,0
250160,1,0
250170,1,0
250180,1,0
250190,1,0
250199,1,0
250210,1,0
250220,1,0
250230,1,0
250240,1,0
250249,1,0
250259,1,0
250270,1,0
250280,1,0
250290,1,0
250300,1,0
250309,1,0
250320,1,0
250330,1,0
250340,1,0
250350,1,0
250360,1,0
250369,1,0
250380,1,0
250390,1,0
250400,1,0
250410,1,0
250419,1,0
250430,1,0
250440,1,0
250450,1,0
250460,1,0
250470,1,0
250479,1,0
250490,1,0
250500,1,0
250510,1,0
250520,1,0
250529,1,0
250539,1,0
250550,1,0
250560,1,0
250570,1,0
250580,1,0
250589,1,0
250600,1,0
250610,1,0
250620,1,0
250630,1,0
250639,1,0
250649,1,0
250660,1,0
250670,1,0
250680,1,0
250690,1,0
250699,1,0
250710,1,0
250720,1,0
250730,1,0
250740,1,0
250749,1,0
250759,1,0
250770,1,0
250780,1,0
250790,1,0
250800,1,0
250809,1,0
250820,1,0
250830,1,0
250840,1,0
250850,1,0
250860,1,0
250869,1,0
250880,1,0
250890,1,0
250900,1,0
250910,1,0
250919,1,0
250930,1,0
250940,1,0
250950,1,0
250960,1,0
250970,1,0
250979,1,0
250990,1,0
251000,1,0
251010,1,0
251020,1,0
251029,1,0
251039,1,0
251050,1,0
251060,1,0
251070,1,0
251080,1,0
251089,1,0
251100,1,0
251110,1,0
251120,1,0
251130,1,0
251139,1,0
251149,1,0
251160,1,0
251170,1,0
251180,1,0
251190,1,0
251199,1,0
251210,1,0
251220,1,0
251230,1,0
251240,1,0
251249,1,0
251259,1,0
251270,1,0
251280,1,0
251290,1,0
251300,1,0
251309,1,0
251320,1,0
251330,1,0
251340,1,0
251350,1,0
251359,1,0
251369,1,0
251380,1,0
251390,1,0
251400,1,0
251410,1,0
251419,1,0
251430,1,0
251440,1,0
251450,1,0
251460,1,0
251470,1,0
251479,1,0
251490,1,0
251500,1,0
251510,1,0
251520,1,0
251529,1,0
251540,1,0
251550,1,0
251560,1,0
251570,1,0
251580,1,0
251589,1,0
251600,1,0
251610,1,0
251620,1,0
251630,1,0
251639,1,0
251649,1,0
251660,1,0
251670,1,0
251680,1,0
251690,1,0
251699,1,0
251710,1,0
251720,1,0
251730,1,0
251740,1,0
251749,1,0
251759,1,0
251770,1,0
251780,1,0
251790,1,0
251800,1,0
251809,1,0
251820,1,0
251830,1,0
251840,1,0
251850,1,0
251859,1,0
251869,1,0
251880,1,0
251890,1,0
251900,1,0
251910,1,0
251919,1,0
251930,1,0
251940,1,0
251950,1,0
251960,1,0
251970,1,0
251979,1,0
251990,1,0
252000,1,0
252010,1,0
252020,1,0
252029,1,0
252040,1,0
252050,1,0
252060,1,0
252070,1,0
252080,1,0
252089,1,0
252100,1,0
252110,1,0
252120,1,0
252130,1,0
252139,1,0
252149,1,0
252160,1,0
252170,1,0
252180,1,0
252190,1,0
252199,1,0
252210,1,0
252220,1,0
252230,1,0
252240,1,0
252249,1,0
252259,1,0
252270,1,0
252280,1,0
252290,1,0
252300,1,0
252309,1,0
252320,1,0
252330,1,0
252340,1,0
252350,1,0
252359,1,0
252369,1,0
252380,1,0
252390,1,0
252400,1,0
252410,1,0
252419,1,0
252430,1,0
252440,1,0
252450,1,0
252460,1,0
252470,1,0
252479,1,0
252490,1,0
252500,1,0
252510,1,0
252520,1,0
252529,1,0
252540,1,0
252550,1,0
252560,1,0
252570,1,0
252580,1,0
252589,1,0
252600,1,0
252610,1,0
252620,1,0
252630,1,0
252639,1,0
252650,1,0
252660,1,0
252670,1,0
252680,1,0
252690,1,0
252699,1,0
252710,1,0
252720,1,0
252730,1,0
252740,1,0
252749,1,0
252759,1,0
252770,1,0
252780,1,0
252790,1,0
252800,1,0
252809,1,0
252820,1,0
252830,1,0
252840,1,0
252850,1,0
252859,1,0
252869,1,0
252880,1,0
252890,1,0
252900,1,0
252910,1,0
252919,1,0
252930,1,0
252940,1,0
252950,1,0
252960,1,0
252969,1,0
252979,1,0
252990,1,0
253000,1,0
253010,1,0
253020,1,0
253029,1,0
253040,1,0
253050,1,0
253060,1,0
253070,1,0
253080,1,0
253089,1,0
253100,1,0
253110,1,0
253120,1,0
253130,1,0
253139,1,0
253150,1,0
253160,1,0
253170,1,0
253180,1,0
253190,1,0
253199,1,0
253210,1,0
253220,1,0
253230,1,0
253240,1,0
253249,1,0
253259,1,0
253270,1,0
253280,1,0
253290,1,0
